loss,reward,act loss
0.0,-291.4204467621193,0.0
0.0,-293.44445211268186,0.0
0.00026539640384726226,-283.8548837159977,-0.06536790728569031
0.002216717228293419,-325.99473900809033,-0.0515328049659729
0.00026363847428001463,-312.58556197574404,-0.021795671433210373
0.0029856343753635883,-286.525148086302,-0.01678568124771118
0.00037101059569977224,-320.99030722485173,-0.014750792644917965
0.0010202861158177257,-291.6711973300603,-0.001144532230682671
4.5756645704386756e-05,-287.9753330489346,0.008875932544469833
5.615344343823381e-05,-281.8293878113845,-0.005029491148889065
0.0013869598042219877,-281.2346583154483,0.004182579927146435
2.5682222258183174e-05,-283.10810365119295,-0.010450385510921478
2.7992920877295546e-05,-303.7798703524232,-0.013796593062579632
6.863255839562044e-05,-283.820631619201,-0.0017313712742179632
0.0004023909568786621,-83.58157443025753,-0.01474810391664505
4.069690839969553e-05,-271.17126639291814,-0.0035253847017884254
0.0006841927533969283,-261.36423397779924,-0.006316029466688633
0.03478216752409935,-291.7391039756668,-0.11074133217334747
0.018041223287582397,-295.6205879306056,-0.17894487082958221
0.0006644302047789097,-294.6028507342494,-0.014689939096570015
7.587250729557127e-05,-287.78254870272156,-0.024420756846666336
0.0009178561740554869,-270.92046951134046,-0.02604861371219158
0.0002281612833030522,-266.52864406591385,-0.028930287808179855
0.023363763466477394,-274.3496411229229,-0.1739717721939087
0.02223370596766472,-287.42356410181014,-0.46558743715286255
0.03169693797826767,-88.7898916390673,-0.292333722114563
0.09524936974048615,-145.7520627449682,-0.45859992504119873
0.12859535217285156,-258.40753154578823,-0.5493360757827759
0.4068882465362549,-267.9975701715178,-1.3471001386642456
0.22270122170448303,-257.52904474218104,-1.1626176834106445
0.0820171907544136,-263.29161443058985,-0.7103170156478882
0.0021514599211513996,-246.57198623077863,-0.2667469084262848
0.6941096782684326,-237.71982874193895,-1.3352839946746826
0.011824347078800201,-253.88000442941436,-0.43329837918281555
0.02268015407025814,-273.2946848230015,-0.06300708651542664
0.13283422589302063,-263.9461328011958,-0.1789678931236267
0.11466093361377716,-235.74211993423324,-0.06513106822967529
0.16612814366817474,-219.68748967141528,-0.8989483118057251
0.1974213719367981,-239.0678182676427,-0.6958412528038025
0.0901266485452652,-251.3298462393415,-0.16761307418346405
0.18276382982730865,-248.64198628761355,-0.5607535243034363
0.013555798679590225,-237.02849217471828,-0.010179145261645317
0.011298203840851784,-235.18800224926414,-0.5526565313339233
0.06508570164442062,-238.07439262551708,-0.5564000606536865
0.5822297930717468,-228.54926956854365,-2.2177019119262695
0.07254142314195633,-242.3051423705967,-0.7903451323509216
0.06992866098880768,-223.7273762599973,-1.1305043697357178
2.8717169761657715,-70.91506460651267,-2.114529848098755
0.04100421816110611,-254.6519748315357,-0.2165454924106598
0.025562293827533722,-56.5035685231075,-0.5322939157485962
0.1297115981578827,-254.05737832890495,-2.106698751449585
0.2075510323047638,-89.95281380578479,-2.3367865085601807
0.8113183975219727,-283.6217882798137,-4.300764083862305
0.715221643447876,-151.61316778599434,-4.903191566467285
0.24332928657531738,-264.09280901415855,-3.516441583633423
0.05833732709288597,-54.52234715966006,-3.1804256439208984
0.3915570080280304,-148.98838461055186,-3.577120542526245
0.7343292236328125,-145.16785813657106,-4.412487030029297
0.11682450026273727,-284.2595834226316,-2.0390377044677734
1.26338791847229,-90.91168178761669,-2.7332475185394287
0.07058177888393402,-136.96587310958589,-2.305511951446533
0.1706937849521637,-174.01025753109136,-2.4972856044769287
0.14025795459747314,-53.339326765401765,-2.6543726921081543
0.20086149871349335,-294.85255069240793,-3.959519624710083
0.968950092792511,-48.20272030858126,-4.205715656280518
0.3162769377231598,-246.48245053462554,-2.4385015964508057
0.29382964968681335,-111.2772277034873,-2.184279680252075
1.766188144683838,-263.6288054765799,-2.3717901706695557
0.4296253025531769,-254.3951087351754,-4.354996681213379
0.10625377297401428,-41.00616026724336,-3.6581177711486816
0.3350808024406433,-59.218765328714255,-5.972467422485352
0.41309794783592224,-85.44844666964407,-2.8648924827575684
0.11695873737335205,-22.569605002405694,-5.6903581619262695
0.11498947441577911,-0.01505631784544903,-3.763542890548706
0.4237397015094757,27.20410861720333,-3.936415672302246
0.3053162693977356,38.88002745569086,-3.9091970920562744
0.2811626195907593,61.48060672855039,-3.9841482639312744
0.3451967239379883,7.203402810796362,-3.8594934940338135
0.26507872343063354,65.07239389435554,-4.211085319519043
1.424385905265808,-3.562231792850284,-5.471205234527588
0.33378323912620544,50.0017194493671,-5.823193550109863
0.7394086122512817,51.076237562278116,-8.2232666015625
1.813091516494751,43.556905799619265,-5.487166881561279
0.2614084780216217,52.06428767836932,-4.185479164123535
5.755555152893066,48.79617251962434,-4.939264297485352
0.09622044861316681,-17.975846299301026,-3.867865562438965
0.9709436297416687,50.11357658858633,-6.167192459106445
5.2432098388671875,35.306550442513206,-5.068681716918945
0.16431693732738495,55.252415414580526,-7.762224197387695
0.31641286611557007,24.932607219519227,-2.8564257621765137
0.12329070270061493,-18.623677212112796,-5.029069900512695
5.4147162437438965,32.640676558508645,-5.894981861114502
0.5778642892837524,0.5227562596059556,-5.269309997558594
0.43827110528945923,61.421976734700905,-5.037356853485107
0.24705901741981506,-22.366080298550898,-5.74570894241333
3.9314987659454346,62.69206567219487,-7.289402961730957
1.9982534646987915,31.789927640946246,-6.943099021911621
0.11842618137598038,61.68812170671344,-5.741814613342285
0.5981875061988831,45.377162309052125,-6.082241535186768
0.2710762917995453,47.76046279363771,-5.1724853515625
0.5968165397644043,54.24798518534246,-4.494751453399658
0.11718155443668365,-21.595629306618633,-8.834844589233398
0.11480611562728882,12.798228508724918,-5.915485382080078
0.22742867469787598,41.951400011112305,-8.158675193786621
0.5885058045387268,52.36912004140928,-7.533039093017578
0.20779475569725037,42.3464443987724,-7.065664768218994
0.07367861270904541,72.05697071730094,-8.78864574432373
0.04920981824398041,63.51445383149634,-5.350313663482666
1.5460636615753174,-10.439046073247951,-11.733404159545898
1.1317169666290283,50.32186893708902,-5.7300591468811035
0.23584243655204773,45.58636424707663,-9.369526863098145
1.3582196235656738,55.02102633993271,-11.467782020568848
0.5771937370300293,64.50432986689867,-5.461421012878418
0.6255359053611755,52.46819671800911,-9.401939392089844
12.467171669006348,-52.02964040977179,-6.188960075378418
