loss_v,loss_act,loss_ent,reward
444.7580871582031,16.644567489624023,-0.033096760511398315,-1172.9634998916113
2.2875537872314453,2.1221795082092285,-3.0311832427978516,-959.1536382971009
12.145670890808105,7.8228840827941895,-0.22694411873817444,-1062.3266751908989
143.93771362304688,16.08661460876465,-0.7200990915298462,-1329.3766306794885
94.05452728271484,20.01487159729004,0.35815247893333435,-1016.934922448591
155.9911346435547,25.19593048095703,-0.34720414876937866,-1078.2273260175714
218.99856567382812,24.78853416442871,-0.26187846064567566,-1136.3901253698148
42.933345794677734,3.7882909774780273,-0.1519981026649475,-1544.2731750373673
426.70526123046875,-14.44742488861084,0.3201354742050171,-1041.1901382568149
101.3946533203125,5.954544544219971,0.15707193315029144,-1480.1309882940677
12.896568298339844,16.409894943237305,-0.4797029495239258,-1776.8146683435637
2328.412109375,47.88661193847656,-0.7448001503944397,-969.5158067167414
104.01766204833984,17.601404190063477,-0.1782931238412857,-1703.577432888904
516.4771728515625,-6.083250045776367,0.2649043798446655,-1490.4454220228886
155.95751953125,-0.006180345080792904,-0.3686630129814148,-1681.863267359198
69.3505859375,6.489912986755371,-0.3431659936904907,-1706.4059684013703
34.670013427734375,12.108148574829102,-0.04510015249252319,-1799.0784611050383
1580.5404052734375,30.779569625854492,-0.1690075695514679,-1366.5545824236897
12.124652862548828,9.652718544006348,-0.35735055804252625,-1686.16539197547
4670.16259765625,32.96647262573242,0.06754196435213089,-899.794971178081
331.3537292480469,-38.89633560180664,0.03607665002346039,-1001.6263557856788
201.8883514404297,8.604662895202637,0.024345502257347107,-1435.5154776761697
217.5852813720703,10.31258487701416,-0.03869369626045227,-1418.586564009121
1319.99267578125,22.927947998046875,0.002926066517829895,-1055.9544645653966
381.8023681640625,18.232107162475586,-0.6845234036445618,-1327.1483628860199
144.40170288085938,-7.078353404998779,0.23058177530765533,-977.3294700429624
57.69280242919922,14.119671821594238,-0.12862971425056458,-1871.9771148274488
98.67894744873047,2.440725326538086,-0.04575979709625244,-1258.6385218480611
