loss_q_net1,loss_q_net2,reward,act loss
1.8807374238967896,1.3328526020050049,-1310.3582549422197,119.99103546142578
1.3439140319824219,0.7326080203056335,-1263.9693579454427,122.84136199951172
2.83797025680542,2.898023843765259,-1222.7519709771718,116.74082946777344
2.5853638648986816,4.318928241729736,-1068.795465665861,119.76036071777344
4.115416526794434,1.7771942615509033,-1211.1153242043822,121.60834503173828
138.3372039794922,139.0223846435547,-1255.39087991958,122.84904479980469
132.4309844970703,132.63880920410156,-1198.950432920559,118.82964324951172
1.8176189661026,0.9694690108299255,-1180.552003806039,117.92900085449219
1.9688260555267334,1.6420669555664062,-1246.837755548556,117.52539825439453
10.600483894348145,10.392494201660156,-1339.9683523072863,117.64897918701172
288.1535339355469,286.78070068359375,-1138.8930311360166,117.68719482421875
12.912620544433594,16.42412567138672,-1216.9964941154292,110.44993591308594
3.351181983947754,4.527759552001953,-1103.7479761187917,115.64550018310547
8.687223434448242,7.184405326843262,-1203.248367255692,111.88727569580078
5.504071235656738,4.552524089813232,-1062.1221316399794,113.31187438964844
2.1715595722198486,1.274132490158081,-1284.581790815393,116.44071960449219
239.30111694335938,239.0951385498047,-1101.1795539542152,117.46619415283203
2.725876808166504,2.029500722885132,-1018.3741156686809,118.96221160888672
288.6473083496094,287.7665710449219,-1364.8030914967692,116.27684020996094
1.0063316822052002,1.0022915601730347,-1389.757046752629,118.77281951904297
1.927163004875183,1.3134737014770508,-1262.0268538518824,114.46849060058594
5.663232803344727,7.203895092010498,-1184.3899433428896,116.06536865234375
361.498291015625,357.8044128417969,-1106.3212272975081,113.92253875732422
2.615025043487549,2.096649169921875,-1314.4664420393392,117.15692901611328
6.971144676208496,5.36994743347168,-1225.1338725757757,117.96300506591797
138.15267944335938,136.68353271484375,-1186.3045038600035,123.20524597167969
393.7220458984375,397.5310974121094,-1182.5040943180904,118.6898193359375
3.1630215644836426,1.6305193901062012,-1164.7411009697487,119.79237365722656
10.591487884521484,10.215557098388672,-1122.337747647278,116.90636444091797
259.3995361328125,259.4785461425781,-1155.9068323394595,118.45276641845703
258.55047607421875,256.0791320800781,-1200.2153307753194,110.39839172363281
2.1014585494995117,2.949643850326538,-1178.0106568425574,122.19342803955078
2.6361823081970215,2.6661643981933594,-1058.8932335999482,116.35279083251953
106.686767578125,106.69313049316406,-1200.3798738184876,110.19782257080078
6.077150821685791,4.656594276428223,-1194.7950478182147,116.83964538574219
174.15911865234375,173.63519287109375,-1126.4164579919263,115.95557403564453
1.7260669469833374,1.3738305568695068,-1335.2988230021422,116.09324645996094
5.234052658081055,4.348228454589844,-1134.45489525091,116.74476623535156
496.2946472167969,488.19964599609375,-1117.343228436627,117.18238067626953
4.42034387588501,3.404938220977783,-1630.2508293285543,113.63573455810547
1.5569154024124146,1.3344318866729736,-1226.3166993824268,114.69117736816406
133.99998474121094,133.25177001953125,-1169.7799977049988,113.95518493652344
146.6005859375,147.6553192138672,-1214.8064292228746,109.92261505126953
0.8329399824142456,0.8839570879936218,-1182.0651201938545,122.61438751220703
4.137748718261719,3.151533842086792,-986.3368571279462,115.82701873779297
414.1020202636719,417.2740173339844,-1321.623640510418,113.28478240966797
2.1568353176116943,1.042744517326355,-1161.0907485276903,115.32231140136719
140.34841918945312,138.63259887695312,-1440.7494159368396,116.00591278076172
1.324379563331604,1.3474774360656738,-1157.0499644333186,113.45567321777344
4.346065521240234,3.925630807876587,-1214.8753552328938,112.62317657470703
2.3610239028930664,2.112239360809326,-1165.8232414231727,114.61891174316406
2.1741955280303955,3.1915438175201416,-1302.1773434024303,113.598388671875
1.9588372707366943,1.1097815036773682,-1135.0980276082717,115.91413116455078
150.50045776367188,150.8131866455078,-1188.0177863381934,115.18701934814453
3.0963876247406006,2.761408805847168,-1186.4789666662127,112.23224639892578
2.085477352142334,2.10972261428833,-1264.335537608871,112.92344665527344
1.9224094152450562,1.318804383277893,-1228.9219884407637,114.01188659667969
2.5607385635375977,1.9217450618743896,-1150.3603092227713,113.20386505126953
115.91703033447266,113.6502914428711,-1128.0567318962576,112.13621520996094
4.74579381942749,3.771866798400879,-1128.9146732674767,112.14220428466797
145.34779357910156,150.65008544921875,-1098.8170809730248,114.96189880371094
4.71347713470459,3.595362424850464,-1177.8464649003722,116.59077453613281
2.2528817653656006,0.800706148147583,-1166.5441816822563,114.31287384033203
2.95889949798584,2.057227373123169,-1146.710300673918,117.26686096191406
2.1337790489196777,1.2819105386734009,-1244.623336995645,118.99040222167969
6.088307857513428,4.718118667602539,-1290.2448686650844,106.970703125
214.5134735107422,210.26821899414062,-1162.654782913034,114.4853515625
4.455702781677246,3.8328938484191895,-1169.6954891072994,114.2998046875
0.7072089314460754,0.5706146955490112,-979.5051941560127,114.19121551513672
3.044135808944702,3.1324543952941895,-1189.5701121953462,109.46733856201172
13.626850128173828,13.128002166748047,-1139.9992541554636,111.80357360839844
1.197771668434143,1.2025787830352783,-991.5746398996846,115.26409912109375
2.200981378555298,1.4670153856277466,-1164.3791331239302,111.145263671875
5.044721603393555,6.400798797607422,-1188.7084804315978,110.65167236328125
4.332255840301514,4.147055149078369,-1228.9360244279158,109.40125274658203
124.58013916015625,124.19231414794922,-1133.4710156186031,103.18567657470703
1.6043155193328857,1.0708249807357788,-1155.7005940241686,104.38574981689453
216.13082885742188,215.46746826171875,-1135.0925534004305,109.47706604003906
1.4845224618911743,1.0331673622131348,-1164.6538591082174,107.82208251953125
2.373826503753662,1.5548855066299438,-1052.5429938511313,111.94740295410156
6.078787803649902,5.315715789794922,-1110.420698062111,108.08306121826172
0.9009851813316345,0.5340256094932556,-1100.7703125101823,111.86510467529297
1.2267571687698364,0.8697224259376526,-1171.7852224935243,106.77549743652344
1.798459768295288,1.1340105533599854,-1185.545433206175,114.67854309082031
2.322152614593506,1.7297990322113037,-1141.9864013503357,109.68297576904297
157.74050903320312,158.60128784179688,-1140.0970032784658,104.28038024902344
206.12908935546875,206.93231201171875,-1167.257161811387,105.17292022705078
254.00331115722656,254.633056640625,-1144.9396419149807,112.03288269042969
122.03431701660156,121.3559799194336,-1130.5226778203362,106.72869110107422
1.4305055141448975,0.6513803601264954,-1140.288546965822,105.26011657714844
171.34288024902344,169.95985412597656,-1119.513873996676,110.85034942626953
101.2641830444336,100.770263671875,-1105.5150414796253,106.68085479736328
1.7281440496444702,1.7981308698654175,-1126.4985911839365,107.29413604736328
2.2200698852539062,1.5672855377197266,-1031.0276637295158,109.59803771972656
1.9096509218215942,1.346740961074829,-1065.0850706669219,104.13560485839844
1.7338581085205078,0.9521181583404541,-1023.0839914593901,105.53144836425781
7.859061241149902,7.572484016418457,-1346.7429772889855,109.78447723388672
1.326946496963501,0.9637272953987122,-1025.17549064925,101.61803436279297
3.1321794986724854,2.513258457183838,-1187.2061716189567,103.57408905029297
219.39234924316406,218.90379333496094,-1256.742493139458,105.41297149658203
8.391862869262695,8.646469116210938,-1131.2944867466977,99.18891143798828
1.6302911043167114,1.1898831129074097,-1022.1677999977763,109.39361572265625
3.4472291469573975,3.44449520111084,-1116.8050533526944,105.56671905517578
3.0091328620910645,2.2534432411193848,-1174.2662920603543,108.52626037597656
195.08322143554688,197.46688842773438,-1118.6561796288954,106.96949768066406
1.3758141994476318,1.0830532312393188,-1144.6519927981115,109.55878448486328
3.7672924995422363,3.2883293628692627,-1161.1283509207342,107.65284729003906
74.63614654541016,73.70106506347656,-1160.8252671514997,105.0780029296875
1.4059290885925293,1.4668855667114258,-1073.0830680971214,111.20269775390625
2.0812604427337646,1.8259282112121582,-899.5435387529452,108.42206573486328
23.905515670776367,16.86073875427246,-1112.7619315077905,107.93719482421875
1.5492819547653198,1.6478557586669922,-1241.7417693857574,103.66907501220703
223.3125457763672,222.95314025878906,-1058.756734416755,106.10340118408203
191.27952575683594,195.5636444091797,-1154.8003693598178,105.49217224121094
88.18304443359375,89.06881713867188,-1164.9981375361358,108.08397674560547
1.7707548141479492,2.1064982414245605,-761.4804951440633,106.15259552001953
161.93655395507812,159.98330688476562,-1150.0105414058369,107.40675354003906
128.41676330566406,126.3741683959961,-1083.8107596042212,104.28337860107422
157.69061279296875,158.6947021484375,-1173.4795366497872,104.29755401611328
1.2728660106658936,1.236092209815979,-1201.583961751972,105.57652282714844
87.8901138305664,88.35360717773438,-1122.7697350267802,105.17189025878906
2.7397775650024414,1.9731907844543457,-1152.6824515131666,108.81116485595703
3.260181188583374,3.307253360748291,-1142.0576574382367,109.60057830810547
2.366638660430908,2.7660226821899414,-1038.2371064451888,103.31981658935547
83.3895263671875,80.04822540283203,-1156.729497576768,107.14922332763672
4.0278754234313965,3.7067718505859375,-738.7747637597205,109.15611267089844
2.2652575969696045,1.803375482559204,-864.9501585792287,104.12799072265625
1.050534725189209,0.8699773550033569,-1159.5703089854048,106.62689208984375
206.21066284179688,205.86605834960938,-1172.0614065868244,103.82872009277344
2.9466445446014404,2.3279733657836914,-1141.1727779418286,107.85450744628906
284.7745361328125,285.4176940917969,-1038.0392371688697,106.08979034423828
1.5086859464645386,1.1584804058074951,-1164.059979703489,108.14988708496094
1.3846813440322876,1.427196741104126,-892.8759761651578,106.23931121826172
2.843569755554199,3.8533096313476562,-1179.542402595737,101.05406188964844
1.0475400686264038,0.8924217224121094,-1140.7100364654555,105.91297149658203
2.857982873916626,2.4852445125579834,-1170.2549725266972,109.11871337890625
2.7655467987060547,2.360888957977295,-1138.8850278949785,109.6422119140625
4.4619669914245605,3.9514219760894775,-1146.6715217300984,108.13105773925781
1.6054906845092773,1.0768779516220093,-771.8283270936616,103.42198181152344
102.16634368896484,100.58075714111328,-1202.1137688413432,98.90062713623047
1.3383815288543701,0.8451501727104187,-1142.9765621964032,105.76100158691406
1.5611705780029297,1.5072615146636963,-1149.1191193153834,105.986083984375
155.28334045410156,155.82095336914062,-1160.3170341358102,106.31219482421875
2.925748825073242,3.0731441974639893,-1046.2447116930725,101.31153106689453
3.7894909381866455,4.254223823547363,-1163.5146562011528,103.84130096435547
0.8376425504684448,0.8267427682876587,-1136.1556459780502,103.33021545410156
209.30885314941406,206.36912536621094,-1104.9721107302748,103.85601043701172
2.7974941730499268,2.246030330657959,-1059.0024016908385,103.29701232910156
1.7491428852081299,1.697824478149414,-1145.5974590896703,100.22589874267578
1.8309406042099,0.8623315095901489,-1174.3577136609324,107.48976135253906
207.144775390625,205.1181640625,-1143.160850577851,102.96112823486328
0.8982261419296265,0.7313078045845032,-1123.3833082837161,109.09357452392578
5.444931507110596,6.392474174499512,-1146.8723624572538,104.38738250732422
1.1962699890136719,1.6156532764434814,-1138.2378320157636,107.98815155029297
0.8502132296562195,0.5993245840072632,-1163.317412157237,105.08757019042969
1.375946283340454,1.4454443454742432,-896.4976435605536,104.63523864746094
1.0270427465438843,0.8740453720092773,-858.5969147581299,111.20069122314453
673.0403442382812,671.5601196289062,-858.7246863074536,105.55543518066406
4.313720226287842,3.419297456741333,-1181.6185878136675,101.18435668945312
104.46040344238281,104.12567901611328,-990.7776613100136,102.86634826660156
1.2084317207336426,2.1144256591796875,-1109.3577070748167,102.92564392089844
3.2666049003601074,3.2386717796325684,-833.9679529482769,105.561767578125
5.151921272277832,3.645237684249878,-1035.9524722929523,103.130859375
1.2465656995773315,0.856005847454071,-1127.6137865406986,103.62446594238281
0.8902386426925659,1.0129857063293457,-1050.2259996474052,105.73381042480469
2.419513463973999,1.1478583812713623,-904.8213939878464,105.41038513183594
2.093679904937744,1.4692784547805786,-979.5934985728596,98.25672149658203
1.8857377767562866,1.7557159662246704,-1138.356473869614,101.85049438476562
0.6402535438537598,1.2316352128982544,-1171.8628033683992,102.18928527832031
2.5842761993408203,3.0709338188171387,-1167.2529238509244,99.42919921875
98.85001373291016,98.89356994628906,-1164.8896874502063,101.3824462890625
0.9930025935173035,0.772936224937439,-1039.6499193683546,104.80024719238281
1.036240577697754,1.581995964050293,-1112.978404416262,103.279052734375
114.6405258178711,115.49234771728516,-1058.6893771158266,104.43238830566406
4.732669353485107,3.3339195251464844,-868.5372335740938,103.629638671875
1.149720549583435,1.8096555471420288,-620.5423210703909,103.29933166503906
2.2221970558166504,1.8250720500946045,-1140.393074645876,100.30834197998047
235.55284118652344,234.2010040283203,-1146.0211094075696,96.31790161132812
1.568333625793457,0.9881998896598816,-1140.5392128189924,97.599853515625
0.6500804424285889,0.47913238406181335,-1170.4293102519418,102.28129577636719
3.273314952850342,2.7517712116241455,-1087.8458622606079,100.29137420654297
215.78839111328125,213.50482177734375,-1090.4258192207847,97.80899047851562
2.2921178340911865,3.1973328590393066,-1035.3766591757317,99.73566436767578
32.41530990600586,34.100284576416016,-777.0327160052652,94.75878143310547
384.5361328125,381.3272705078125,-1172.3587134713785,102.00144958496094
0.6325691938400269,0.5872677564620972,-803.370138980053,99.1278076171875
124.11638641357422,122.55633544921875,-1165.1415485021853,98.40644073486328
4.087665557861328,3.660987615585327,-904.3204276912244,100.82727813720703
4.2289605140686035,5.643894672393799,-1136.2384858118517,92.40412139892578
194.8748321533203,194.34242248535156,-772.6224378152019,98.75249481201172
5.700115203857422,5.202620029449463,-867.1475520594835,95.78601837158203
0.9577926993370056,0.6304468512535095,-1140.9579672023701,98.33367156982422
2.137275457382202,1.646499514579773,-949.9361861665654,91.1351318359375
4.282292366027832,2.87774658203125,-1151.5906904184014,95.65692138671875
1.0335372686386108,1.0870375633239746,-1156.774897828217,101.60977172851562
1.2204077243804932,1.935624122619629,-1158.2563533100745,102.29180908203125
1.1761783361434937,1.5140845775604248,-1036.5823983511561,99.82408142089844
2.8397274017333984,2.6122491359710693,-1053.1227316449858,98.2298583984375
6.095342636108398,4.774345397949219,-1137.1000132312963,105.35497283935547
1.5097455978393555,1.8114551305770874,-1153.7097545713486,100.43865966796875
2.3711602687835693,1.875786542892456,-1113.7594747938695,108.41722869873047
2.7806804180145264,2.543309211730957,-1113.7070616138787,95.33246612548828
93.5723648071289,94.36783599853516,-890.0486302177907,97.99504852294922
210.55467224121094,211.6774444580078,-1045.141779130615,97.41976928710938
2.4945547580718994,2.110912799835205,-1003.5381378350239,100.75212860107422
1.902649164199829,1.2058501243591309,-1027.1680294847424,98.56846618652344
2.3955562114715576,3.498117446899414,-1144.1844205844193,103.49131774902344
5.314839839935303,3.789386749267578,-1120.304182606362,96.22943878173828
2.0275301933288574,2.5838515758514404,-993.7670349087567,102.39080810546875
1.5079336166381836,1.1457767486572266,-1150.6144878471046,97.63518524169922
1.2384182214736938,1.104245901107788,-1140.3043333213789,101.09036254882812
8.162607192993164,4.138123512268066,-1015.6825801619378,97.63617706298828
90.65746307373047,89.66629028320312,-1158.4325015005188,94.68138122558594
90.27714538574219,89.387451171875,-1117.0127010827173,93.99629211425781
4.369481086730957,4.153032302856445,-1022.0785300434728,96.876708984375
4.2514848709106445,3.245004415512085,-1173.3538531318557,94.12918090820312
2.310988426208496,2.431612014770508,-1174.9699823330186,98.24968719482422
1.1969784498214722,0.7073401212692261,-991.5438060548131,96.78744506835938
2.7275471687316895,1.450904369354248,-1086.7535507876676,94.69806671142578
2.4795312881469727,2.374283790588379,-1000.3756857943434,97.74970245361328
242.27127075195312,241.14161682128906,-1167.842481816442,93.73780059814453
2.0061042308807373,1.4059077501296997,-758.9294815088743,100.00511932373047
1.8065778017044067,0.8982908725738525,-1134.7315359896552,99.54940795898438
2.8462958335876465,2.450437068939209,-905.421107640162,98.36514282226562
1.1013689041137695,0.5830559134483337,-1141.247916991991,95.9749755859375
352.0783996582031,351.3507995605469,-756.916777210508,96.46715545654297
221.63104248046875,221.58778381347656,-1144.7180966397025,99.73162078857422
1.1540426015853882,0.9719885587692261,-1009.5584783413987,96.43516540527344
1.1368776559829712,0.8578479290008545,-1148.0031574181662,95.89299774169922
1.8728529214859009,1.3654489517211914,-1124.8902996010643,99.75474548339844
1.8662956953048706,1.434067726135254,-765.695329743121,96.87042236328125
210.29898071289062,206.2130889892578,-1162.9359174273468,97.89157104492188
1.9172325134277344,0.6958680748939514,-1162.7662626048252,100.77029418945312
204.8397216796875,203.7733917236328,-889.7768880708625,97.43653106689453
4.512744903564453,4.076647758483887,-1092.6356351158029,96.27709197998047
2.459308624267578,1.8397407531738281,-1120.8793557420852,93.87415313720703
1.5313632488250732,1.297428846359253,-1143.0244621169804,94.81143188476562
65.59327697753906,67.90255737304688,-1032.2079186011854,96.20238494873047
1.7722396850585938,1.2862701416015625,-1145.0496481195928,96.73662567138672
1.2298204898834229,1.7030624151229858,-1157.9330231731344,94.90320587158203
6.426614284515381,5.295108795166016,-717.527101242864,96.13385772705078
1.1503446102142334,0.9715744256973267,-1140.7483550441425,100.24842071533203
98.80474853515625,98.55332946777344,-1154.2180967992645,99.32516479492188
125.68534851074219,122.357421875,-1164.8138311681585,99.55184936523438
1.4216617345809937,0.7808817028999329,-1138.6386022925774,98.11284637451172
1.9793620109558105,1.3334970474243164,-1157.467124689373,101.30508422851562
2.6076982021331787,2.432396650314331,-1156.179690404555,101.52985382080078
1.3767989873886108,0.8187479376792908,-1122.9763211710747,97.52741241455078
5.720994472503662,5.220877170562744,-1059.4375653811835,93.65347290039062
4.367345333099365,2.261855363845825,-1160.3871910897094,98.00818634033203
0.9407336115837097,0.9637416005134583,-1060.5198968009317,100.40798950195312
92.07383728027344,93.51702117919922,-1057.1591012109413,97.69219207763672
2.7638087272644043,5.511814594268799,-1061.2014935555712,104.34668731689453
218.99900817871094,213.6157684326172,-1157.0477805658047,100.04574584960938
1.050784707069397,0.6152019500732422,-1232.0014968013222,94.00688934326172
6.150715351104736,5.389899253845215,-994.6766840455657,93.04124450683594
0.6656338572502136,0.8442677855491638,-788.2128485592899,100.40790557861328
231.39097595214844,232.84197998046875,-1023.3935809528339,101.90040588378906
2.1406121253967285,1.3863205909729004,-972.3857388698955,101.65050506591797
3.4774107933044434,4.355323791503906,-1195.9739645843586,97.14197540283203
2.648860454559326,1.6545138359069824,-1129.3418029993193,100.34165954589844
2.6092514991760254,2.730821132659912,-1116.9350457003034,98.43688201904297
4.326449871063232,4.10378885269165,-1140.2670311360516,98.44666290283203
58.21870040893555,58.396080017089844,-1159.6101920019817,94.99163818359375
3.4110124111175537,1.1578435897827148,-1156.0095523074388,100.84042358398438
62.369659423828125,60.89176940917969,-749.2077584861278,97.16283416748047
2.1050243377685547,2.295994281768799,-1139.8802407266794,94.04486846923828
1.2690904140472412,1.30312180519104,-1155.2829659825693,92.045166015625
1.022672176361084,0.713509738445282,-1157.9321328278145,99.59972381591797
3.537879467010498,2.4011690616607666,-1156.2109015823105,96.03778076171875
1.340935468673706,1.115694284439087,-1145.819658048138,95.38292694091797
1.4656693935394287,1.045173168182373,-1178.8831298013145,95.75656127929688
1.844159722328186,1.4120007753372192,-1165.4493838429084,95.92998504638672
101.3599624633789,100.21788787841797,-1141.4988682048095,93.23645782470703
3.092768669128418,2.8601319789886475,-1145.194677372283,96.18561553955078
208.4285125732422,208.84730529785156,-904.9694944572512,97.5491943359375
1.8369977474212646,1.910741925239563,-1165.169565081893,97.98383331298828
1.034252643585205,0.9178348779678345,-1157.4305719613328,100.97515106201172
61.97288513183594,61.582183837890625,-1141.4033198373381,94.37580108642578
1.982263207435608,1.5000580549240112,-893.6198287541018,100.64668273925781
1.6502712965011597,2.1009600162506104,-1028.7328124025262,95.90424346923828
153.07012939453125,150.7078094482422,-783.1540076937046,94.37067413330078
1.3994351625442505,1.6041371822357178,-1145.1757760534108,96.81173706054688
97.75031280517578,97.83683776855469,-1246.8948968366665,90.8680419921875
222.7129669189453,221.8360137939453,-1128.180822633552,106.18757629394531
0.5624529123306274,0.7946606278419495,-1263.5665850295286,104.38617706298828
151.21853637695312,147.8636474609375,-1000.3146083748262,96.53197479248047
1.4350214004516602,1.2821459770202637,-1133.270559725618,98.1788330078125
3.4438982009887695,3.851391553878784,-1141.5782827057633,93.23596954345703
1.4093414545059204,1.1125632524490356,-1167.4631511352513,101.65452575683594
2.4813790321350098,1.8722801208496094,-910.3863438822553,98.44573211669922
1.1147737503051758,0.8716862797737122,-1129.9048732934268,97.07511901855469
1.8704313039779663,1.7156217098236084,-1154.0836487475071,96.38359832763672
1.508129596710205,1.8672243356704712,-1145.9989877012606,97.35387420654297
1.5360255241394043,1.249822735786438,-1139.874946477204,99.99545288085938
1.6168172359466553,1.6003830432891846,-1036.922716626391,101.38496398925781
5.575742244720459,5.673602104187012,-1159.2114877196989,90.31253051757812
1.1394224166870117,0.7228773832321167,-907.7140674996982,97.42082977294922
1.8852119445800781,1.1873624324798584,-1148.4746573764771,99.76128387451172
2.041945457458496,1.3453810214996338,-819.9313042986754,100.79803466796875
0.8304615616798401,1.1074556112289429,-1145.8353913929673,104.42512512207031
0.6686468124389648,0.6071231365203857,-1134.7406455816144,104.01752471923828
104.64936828613281,104.81426239013672,-996.5291743999215,102.42259216308594
3.427312135696411,2.5156872272491455,-1094.4754187455844,100.94375610351562
1.7862447500228882,1.8050864934921265,-1148.5068813020816,99.48529052734375
6.298089027404785,7.602251052856445,-1146.4310060136293,100.0711669921875
0.5365012884140015,0.5439716577529907,-887.1367937938202,97.36341857910156
2.2296481132507324,2.6763579845428467,-902.4432588259078,98.08965301513672
125.53460693359375,125.10611724853516,-784.9848189892657,97.15943908691406
85.322509765625,86.41136932373047,-1145.6712990908115,98.32953643798828
2.7180399894714355,1.8731942176818848,-1134.8154243897634,92.93053436279297
55.207576751708984,57.943817138671875,-999.3611165137745,91.89759063720703
2.2549991607666016,0.9847017526626587,-1159.1143039533129,97.75421142578125
0.8789347410202026,0.4700165390968323,-908.5367623201661,101.53435516357422
1.2788808345794678,1.9014335870742798,-1226.3542664569413,99.98357391357422
1.878912329673767,1.4244780540466309,-1150.7494249560873,104.01947021484375
8.53730583190918,9.474919319152832,-1022.8756649969703,93.55608367919922
1.2852489948272705,1.3083738088607788,-1009.244571465819,97.61360168457031
2.0644724369049072,2.667433977127075,-1142.8771248588416,100.45481872558594
1.0334384441375732,0.8384692668914795,-1032.1667330325874,106.94470977783203
